Linear regression parameters:
Intercept: -0.117116
Slope: 0.781774
Correlation: 0.875567
 Linear regression parameters:
Intercept: -0.0978859
Slope: 0.822567
Correlation: 0.891006
 Linear regression parameters:
Intercept: -0.0795033
Slope: 0.860592
Correlation: 0.904094
 Linear regression parameters:
Intercept: -0.0710141
Slope: 0.877151
Correlation: 0.911739
 Linear regression parameters:
Intercept: -0.0616757
Slope: 0.894644
Correlation: 0.9145
 Linear regression parameters:
Intercept: -0.056704
Slope: 0.900976
Correlation: 0.913692
 Linear regression parameters:
Intercept: -0.0572222
Slope: 0.87224
Correlation: 0.896498
 Linear regression parameters:
Intercept: -0.0462409
Slope: 0.902266
Correlation: 0.915442
 Linear regression parameters:
Intercept: -0.0663645
Slope: 0.884216
Correlation: 0.914836
 Linear regression parameters:
Intercept: -0.0827213
Slope: 0.82808
Correlation: 0.875661
 Linear regression parameters:
Intercept: -0.0867216
Slope: 0.770255
Correlation: 0.84253
 Linear regression parameters:
Intercept: -0.0800905
Slope: 0.755974
Correlation: 0.844964
 Linear regression parameters:
Intercept: -0.0867783
Slope: 0.762403
Correlation: 0.857717
 Linear regression parameters:
Intercept: -0.079041
Slope: 0.783821
Correlation: 0.873899
 Linear regression parameters:
Intercept: -0.0740467
Slope: 0.795542
Correlation: 0.881245
 Linear regression parameters:
Intercept: -0.0717101
Slope: 0.802648
Correlation: 0.88243
 Linear regression parameters:
Intercept: -0.0722257
Slope: 0.799505
Correlation: 0.874391
 Linear regression parameters:
Intercept: -0.0906984
Slope: 0.774141
Correlation: 0.849448
 Linear regression parameters:
Intercept: -0.0916596
Slope: 0.758755
Correlation: 0.83294
 Linear regression parameters:
Intercept: -0.0740332
Slope: 0.753494
Correlation: 0.827858
 Linear regression parameters:
Intercept: -0.0669584
Slope: 0.756757
Correlation: 0.819187
 Linear regression parameters:
Intercept: -0.0905232
Slope: 0.749347
Correlation: 0.815857
 Linear regression parameters:
Intercept: -0.0934585
Slope: 0.766109
Correlation: 0.819031
 Linear regression parameters:
Intercept: -0.0958534
Slope: 0.782321
Correlation: 0.824383
Target-output data:
submatrix_0
-0.596762 -0.580361
-0.577917 -0.715014
-0.491457 -0.573234
0.19014 -0.0799745
-0.014034 -0.256101
-0.0568329 -0.0693756
0.449388 0.00635635
0.324309 0.154544
0.155635 -0.0610006
0.00275372 -0.057519
-0.256959 -0.669729
-0.389934 -0.46158
-0.265983 -0.404421
-0.733187 -0.788684
-0.65542 -0.783915
-0.475532 -0.371637
-0.468365 -0.274278
-0.808965 -0.755191
-0.505259 -0.537991
-0.33904 -0.403728
-0.602734 -0.705771
-0.455957 -0.551567
-0.793438 -0.868884
-0.829734 -0.813664
-0.756013 -0.736079
-0.820112 -0.815083
-0.809495 -0.690079
-0.818188 -0.773553
-0.813676 -0.783866
-0.658074 -0.860314
-0.682691 -0.766128
-0.689526 -0.682661
-0.668027 -0.507207
-0.716466 -0.677744
-0.546996 -0.508052
-0.572741 -0.751103
-0.574201 -0.731806
-0.462194 -0.448
-0.327361 -0.609286
-0.380512 -0.396565
-0.588866 -0.442415
-0.517999 -0.540931
-0.632593 -0.710856
-0.595169 -0.707609
-0.697754 -0.623329
-0.615474 -0.659787
-0.659135 -0.820691
-0.64832 -0.683023
-0.703062 -0.677068
-0.616867 -0.705074
-0.702001 -0.733102
-0.665174 -0.671701
-0.711091 -0.629439
-0.749113 -0.829887
-0.797153 -0.811422
-0.802594 -0.782111
-0.767095 -0.624749
-0.83398 -0.782387
-0.643608 -0.492541
-0.53472 -0.406086
-0.798082 -0.688821
-0.766962 -0.643285
-0.753359 -0.795148
-0.693109 -0.641454
-0.536114 -0.77204
-0.420192 -0.429944
-0.171361 -0.270404
0.452307 0.348417
0.210643 0.243324
-0.20069 0.0153543
-0.946916 -0.773378
-0.814207 -0.466236
-0.234067 -0.101885
0.618394 0.456158
-0.103149 -0.13022
-0.541157 0.107653
0.0121098 -0.211023
0.0135696 -0.11478
-0.278989 -0.14301
-0.360804 -0.22589
-0.59643 -0.170663
-0.441293 -0.386668
-0.38509 -0.147265
-0.653031 -0.759834
-0.676587 -0.427245
-0.302611 -0.296575
-0.653031 -0.49592
-0.629608 -0.575501
-0.837696 -0.835439
-0.825686 -0.811993
-0.767426 -0.896161
-0.751634 -0.629473
-0.849308 -0.820523
-0.837563 -0.958875
-0.699612 -0.771483
-0.812747 -0.777797
-0.799409 -0.834752
-0.875518 -0.731467
-0.345344 -0.276212
-0.565774 -0.351134
-0.462725 -0.658512
-0.55748 -0.484006
-0.533194 -0.627619
-0.488604 -0.393555
-0.611095 -0.350972
-0.361866 -0.476173
-0.466706 -0.437908
-0.506586 -0.582302
-0.264988 -0.305184
-0.262002 -0.371536
-0.452838 -0.354509
-0.530208 -0.533378
-0.336452 -0.456812
-0.421585 -0.666279
-0.535715 -0.63336
-0.634916 -0.707786
-0.625095 -0.56792
-0.752828 -0.69215
-0.780498 -0.691643
-0.632527 -0.487521
-0.756146 -0.665301
-0.689924 -0.69161
-0.768754 -0.807726
-0.794167 -0.741421
-0.804519 -0.711468
-0.689592 -0.591661
-0.587074 -0.456505
-0.333532 -0.448367
-0.709366 -0.696987
-0.116287 -0.225879
0.0618095 0.00978384
-0.318735 -0.342091
-0.0605488 -0.225653
-0.114097 -0.244138
-0.301549 -0.365488
-0.376464 -0.208098
-0.360207 -0.454977
-0.176139 -0.143267
-0.62775 -0.568366
-0.619389 -0.755115
-0.144421 -0.291367
-0.424372 -0.421608
-0.587074 -0.43478
-0.327693 -0.494575
0.0327461 -0.0393206
-0.334063 -0.150548
-0.527023 -0.527438
-0.808168 -0.773595
-0.830331 -0.736796
-0.821041 -0.818923
-0.466906 -0.392287
-0.864238 -0.783279
-0.775654 -0.73493
-0.81069 -0.799216
-0.834909 -0.751517
-0.705716 -0.839951
-0.854816 -0.783154
-0.770213 -0.807898
-0.758469 -0.687105
-0.779503 -0.584326
-0.82197 -0.680049
-0.748383 -0.713986
-0.703261 -0.704798
-0.699214 -0.785102
-0.763047 -0.744969
-0.795561 -0.737273
-0.789722 -0.805119
-0.760194 -0.799099
-0.528018 -0.498654
-0.755151 -0.652399
-0.568495 -0.46603
-0.494509 -0.403039
-0.124183 -0.567478
-0.52762 -0.593925
-0.532 -0.636512
-0.57732 -0.470815
-0.424107 -0.402875
-0.612156 -0.680849
-0.642679 -0.566471
-0.332006 -0.369463
-0.212568 -0.392841
-0.428486 -0.572673
-0.180784 -0.236318
-0.0886832 -0.400014
